"sn","bi2","n_tested","n_positive","positivity","lon","lat"
10513,"1. Agugu",1,0,0,3.9224750995636,7.38533639907837
10515,"1. Agugu",1,0,0,3.92211508750916,7.38545894622803
10516,"1. Agugu",1,0,0,3.92235040664673,7.3863468170166
10517,"1. Agugu",1,0,0,3.92225098609924,7.38551998138428
10518,"1. Agugu",1,0,0,3.92331075668335,7.38182163238525
10519,"1. Agugu",1,0,0,3.92258834838867,7.38570737838745
10520,"1. Agugu",4,0,0,3.92346143722534,7.38244247436523
10521,"1. Agugu",4,0,0,3.92280340194702,7.38581228256226
10523,"1. Agugu",3,0,0,3.92271399497986,7.38606691360474
10527,"1. Agugu",3,0,0,3.9240357875824,7.38480424880981
10528,"1. Agugu",1,0,0,3.92658805847168,7.38436985015869
10529,"1. Agugu",1,0,0,3.92795133590698,7.38540983200073
10532,"1. Agugu",4,0,0,3.92966341972351,7.38634014129639
10533,"1. Agugu",1,0,0,3.92667603492737,7.38473701477051
10535,"1. Agugu",3,0,0,3.92697191238403,7.38490390777588
10536,"1. Agugu",4,0,0,3.92692494392395,7.38486623764038
10538,"1. Agugu",1,0,0,3.926842212677,7.38302373886108
10539,"1. Agugu",4,0,0,3.92750811576843,7.38497304916382
10541,"1. Agugu",2,0,0,3.9274320602417,7.38496780395508
10543,"1. Agugu",3,0,0,3.92617225646973,7.38462829589844
10544,"1. Agugu",1,0,0,3.93020033836365,7.38223648071289
10545,"1. Agugu",1,0,0,3.92763996124268,7.38530015945435
10546,"1. Agugu",3,0,0,3.928551197052,7.38503265380859
10547,"1. Agugu",3,1,0.333333333333333,3.92872071266174,7.38426876068115
10549,"1. Agugu",2,0,0,3.92769694328308,7.38521003723145
10551,"1. Agugu",1,0,0,3.92934894561768,7.38526916503906
10552,"1. Agugu",1,0,0,3.92776489257812,7.38427686691284
10553,"1. Agugu",4,0,0,3.92776489257812,7.38427686691284
10554,"1. Agugu",2,1,0.5,3.92744636535645,7.3832688331604
10555,"1. Agugu",2,0,0,3.92776489257812,7.38427686691284
10557,"1. Agugu",4,0,0,3.92802858352661,7.38552093505859
10558,"1. Agugu",5,0,0,3.92808794975281,7.38563013076782
10559,"1. Agugu",1,0,0,3.92807292938232,7.38566493988037
10560,"1. Agugu",2,0,0,3.9278130531311,7.38544702529907
10561,"1. Agugu",3,0,0,3.92781805992126,7.38544178009033
10562,"1. Agugu",1,0,0,3.92793798446655,7.38541221618652
10563,"1. Agugu",1,0,0,3.92791700363159,7.38534307479858
10564,"1. Agugu",2,0,0,3.92776489257812,7.3832631111145
10565,"1. Agugu",2,0,0,3.92757892608643,7.38544130325317
10566,"1. Agugu",2,0,0,3.92744636535645,7.38394260406494
10567,"1. Agugu",3,0,0,3.92776489257812,7.38427686691284
10568,"1. Agugu",5,0,0,3.92653846740723,7.38266706466675
10570,"1. Agugu",2,0,0,3.92641115188599,7.38251733779907
10571,"1. Agugu",4,1,0.25,3.92672824859619,7.38483190536499
10572,"1. Agugu",3,0,0,3.92680382728577,7.38297891616821
10573,"1. Agugu",3,1,0.333333333333333,3.926753282547,7.38485670089722
10574,"1. Agugu",2,0,0,3.92691206932068,7.38480520248413
10575,"1. Agugu",3,0,0,3.92691206932068,7.38480520248413
10576,"1. Agugu",2,0,0,3.92847108840942,7.38493824005127
10578,"1. Agugu",3,0,0,3.91952180862427,7.38108348846436
10579,"1. Agugu",2,0,0,3.91957402229309,7.38143301010132
10581,"1. Agugu",3,0,0,3.929842710495,7.38820219039917
10582,"1. Agugu",1,0,0,3.92417478561401,7.38289833068848
10583,"1. Agugu",2,0,0,3.92001509666443,7.38152694702148
10584,"1. Agugu",3,0,0,3.91991209983826,7.38150691986084
10585,"1. Agugu",3,0,0,3.9200119972229,7.38152885437012
10586,"1. Agugu",1,0,0,3.92024397850037,7.381019115448
10587,"1. Agugu",3,1,0.333333333333333,3.91989803314209,7.38134479522705
10590,"1. Agugu",4,0,0,3.91988205909729,7.38124418258667
10592,"1. Agugu",2,2,1,3.91999006271362,7.38093996047974
10593,"1. Agugu",2,1,0.5,3.91999006271362,7.38093996047974
10594,"1. Agugu",1,0,0,3.9199230670929,7.38102006912231
10595,"1. Agugu",3,0,0,3.92003893852234,7.38109922409058
10596,"1. Agugu",1,0,0,3.92330574989319,7.38060808181763
10597,"1. Agugu",3,0,0,3.92070174217224,7.37740707397461
10598,"1. Agugu",1,0,0,3.91985297203064,7.38139009475708
10599,"1. Agugu",2,1,0.5,3.92394280433655,7.37959146499634
10600,"1. Agugu",1,0,0,3.92298722267151,7.38093709945679
10603,"1. Agugu",4,1,0.25,3.92014503479004,7.38108491897583
10604,"1. Agugu",2,0,0,3.92330574989319,7.37892293930054
10605,"1. Agugu",3,0,0,3.92139482498169,7.38231039047241
10607,"1. Agugu",3,0,0,3.92023396492004,7.38131189346313
10608,"1. Agugu",1,0,0,3.92422199249268,7.37961387634277
10609,"1. Agugu",1,0,0,3.92330574989319,7.38297319412231
10610,"1. Agugu",1,1,1,3.9203999042511,7.38185119628906
10611,"1. Agugu",3,1,0.333333333333333,3.92035603523254,7.38182306289673
10612,"1. Agugu",2,0,0,3.92165994644165,7.37892246246338
10613,"1. Agugu",4,1,0.25,3.92056703567505,7.38160800933838
10614,"1. Agugu",1,0,0,3.92053508758545,7.38156318664551
10615,"1. Agugu",5,0,0,3.92044711112976,7.3817777633667
10616,"1. Agugu",5,2,0.4,3.92038130760193,7.38182306289673
10617,"1. Agugu",3,0,0,3.92036175727844,7.38131284713745
10618,"1. Agugu",1,1,1,3.92193627357483,7.37935924530029
10619,"1. Agugu",2,0,0,3.92270731925964,7.38057804107666
10620,"1. Agugu",4,2,0.5,3.92107629776001,7.38534688949585
10621,"1. Agugu",4,0,0,3.9253945350647,7.38333892822266
10622,"1. Agugu",4,2,0.5,3.92203187942505,7.38330841064453
10623,"1. Agugu",3,1,0.333333333333333,3.92052102088928,7.38303995132446
10624,"1. Agugu",1,0,0,3.91988277435303,7.37794494628906
10625,"1. Agugu",1,0,0,3.91992545127869,7.38449859619141
10626,"1. Agugu",1,0,0,3.92055821418762,7.38333177566528
10627,"1. Agugu",4,0,0,3.92058324813843,7.38316679000854
10628,"1. Agugu",3,0,0,3.92057681083679,7.38315343856812
10629,"1. Agugu",1,0,0,3.92123889923096,7.37927198410034
10630,"1. Agugu",1,1,1,3.9255588054657,7.37685680389404
10634,"1. Agugu",4,2,0.5,3.92733716964722,7.38524007797241
10635,"1. Agugu",3,0,0,3.92029333114624,7.38263654708862
10636,"1. Agugu",2,0,0,3.92034792900085,7.38240003585815
10637,"1. Agugu",4,0,0,3.92661952972412,7.38453769683838
10638,"1. Agugu",2,0,0,3.92736339569092,7.38526582717896
10639,"1. Agugu",1,0,0,3.92009711265564,7.38249015808105
10641,"1. Agugu",5,1,0.2,3.91948461532593,7.38241291046143
10642,"1. Agugu",4,0,0,3.92012071609497,7.3836669921875
10645,"1. Agugu",4,1,0.25,3.91948390007019,7.38165283203125
10646,"1. Agugu",3,0,0,3.91977167129517,7.38364458084106
10647,"1. Agugu",3,0,0,3.9274365901947,7.38533735275269
10648,"1. Agugu",1,1,1,3.92240452766418,7.38041257858276
10650,"1. Agugu",2,0,0,3.91958737373352,7.38253402709961
10653,"1. Agugu",4,1,0.25,3.92744636535645,7.3812460899353
10655,"1. Agugu",1,1,1,3.92744636535645,7.3812460899353
10656,"1. Agugu",3,0,0,3.92372393608093,7.38170385360718
10657,"1. Agugu",5,1,0.2,3.92107629776001,7.3809666633606
10658,"1. Agugu",2,0,0,3.92275214195251,7.38075304031372
10659,"1. Agugu",3,0,0,3.92053532600403,7.3785834312439
10660,"1. Agugu",5,1,0.2,3.91996097564697,7.38283777236938
10661,"1. Agugu",3,0,0,3.92456984519958,7.38253164291382
10663,"1. Agugu",1,0,0,3.92008590698242,7.38299608230591
10664,"1. Agugu",5,0,0,3.92034196853638,7.38338994979858
10665,"1. Agugu",2,0,0,3.91988492012024,7.3829665184021
10666,"1. Agugu",3,1,0.333333333333333,3.92243719100952,7.38044452667236
10667,"1. Agugu",1,0,0,3.91955232620239,7.37762117385864
10668,"1. Agugu",3,1,0.333333333333333,3.92300009727478,7.38110017776489
10669,"1. Agugu",2,0,0,3.92666459083557,7.38458156585693
10671,"1. Agugu",3,0,0,3.92244720458984,7.3779764175415
10672,"1. Agugu",5,1,0.2,3.92223381996155,7.37761640548706
10673,"1. Agugu",4,1,0.25,3.9220769405365,7.37735223770142
10674,"1. Agugu",3,1,0.333333333333333,3.92372274398804,7.38012409210205
10675,"1. Agugu",1,0,0,3.92362427711487,7.38060569763184
10676,"1. Agugu",2,0,0,3.9218533039093,7.37959480285645
10677,"1. Agugu",3,0,0,3.9230580329895,7.37900495529175
10678,"1. Agugu",3,0,0,3.92215323448181,7.37921476364136
10679,"1. Agugu",5,0,0,3.92161512374878,7.38094806671143
10680,"1. Agugu",4,1,0.25,3.92362427711487,7.38094282150269
10681,"1. Agugu",2,0,0,3.92170643806458,7.37961006164551
10684,"1. Agugu",4,0,0,3.92245101928711,7.37963390350342
10685,"1. Agugu",4,1,0.25,3.92691922187805,7.38550662994385
10686,"1. Agugu",5,0,0,3.92332434654236,7.37945318222046
10687,"1. Agugu",3,1,0.333333333333333,3.92220997810364,7.37989282608032
10688,"1. Agugu",3,0,0,3.92559003829956,7.38326835632324
10689,"1. Agugu",5,0,0,3.92298722267151,7.37858867645264
10690,"1. Agugu",4,0,0,3.92200827598572,7.37967681884766
10692,"1. Agugu",4,0,0,3.92571330070496,7.38347578048706
10693,"1. Agugu",2,0,0,3.9256432056427,7.38335800170898
10694,"1. Agugu",3,0,0,3.92216467857361,7.37750053405762
10696,"1. Agugu",3,0,0,3.92642188072205,7.38466930389404
10698,"1. Agugu",2,0,0,3.92298722267151,7.37858867645264
10699,"1. Agugu",4,2,0.5,3.92298722267151,7.37858867645264
10700,"1. Agugu",2,0,0,3.92203187942505,7.37657499313354
10702,"1. Agugu",3,0,0,3.92246389389038,7.38018798828125
10703,"1. Agugu",3,0,0,3.92208743095398,7.38019514083862
10704,"1. Agugu",5,3,0.6,3.92701649665833,7.38567018508911
10705,"1. Agugu",5,4,0.8,3.92693066596985,7.38552570343018
10706,"1. Agugu",4,0,0,3.92320489883423,7.3792519569397
10707,"1. Agugu",2,0,0,3.92199397087097,7.3792462348938
10708,"1. Agugu",3,0,0,3.92202043533325,7.37941122055054
10709,"1. Agugu",3,0,0,3.92235040664673,7.38061666488647
10710,"1. Agugu",2,0,0,3.92266869544983,7.38095092773438
10711,"1. Agugu",5,0,0,3.92394280433655,7.38639402389526
10712,"1. Agugu",3,1,0.333333333333333,3.92718529701233,7.3859543800354
10713,"1. Agugu",1,0,0,3.92744636535645,7.3812460899353
10714,"1. Agugu",3,1,0.333333333333333,3.92655444145203,7.38489198684692
10716,"1. Agugu",4,0,0,3.92301559448242,7.38357734680176
10717,"1. Agugu",4,1,0.25,3.92730140686035,7.3872184753418
10719,"1. Agugu",2,0,0,3.92426133155823,7.38734149932861
10720,"1. Agugu",1,0,0,3.924644947052,7.38496160507202
10721,"1. Agugu",1,1,1,3.92337703704834,7.38461112976074
10722,"1. Agugu",2,2,1,3.92355895042419,7.38465690612793
10723,"1. Agugu",1,0,0,3.92354607582092,7.38447904586792
10724,"1. Agugu",3,0,0,3.91901803016663,7.38018083572388
10725,"1. Agugu",2,0,0,3.92205262184143,7.38275909423828
10726,"1. Agugu",5,0,0,3.92553520202637,7.38193702697754
10727,"1. Agugu",1,0,0,3.92590713500977,7.38603401184082
10728,"1. Agugu",1,0,0,3.92359089851379,7.38464403152466
10729,"1. Agugu",2,0,0,3.91890358924866,7.3800835609436
10730,"1. Agugu",3,1,0.333333333333333,3.92744636535645,7.3812460899353
10731,"1. Agugu",2,0,0,3.92419838905334,7.38458204269409
10732,"1. Agugu",3,0,0,3.92395758628845,7.37922382354736
10733,"1. Agugu",3,0,0,3.92348194122314,7.3843150138855
10734,"1. Agugu",3,0,0,3.92711615562439,7.38706064224243
10735,"1. Agugu",3,0,0,3.92339611053467,7.38439893722534
10738,"1. Agugu",2,0,0,3.9229142665863,7.38454532623291
10739,"1. Agugu",6,0,0,3.92297792434692,7.3843150138855
10740,"1. Agugu",3,0,0,3.92288589477539,7.38429880142212
10741,"1. Agugu",1,0,0,3.92297911643982,7.38414287567139
10742,"1. Agugu",3,0,0,3.92617225646973,7.37922382354736
10743,"1. Agugu",4,0,0,3.92107629776001,7.3812460899353
10744,"1. Agugu",2,0,0,3.92617225646973,7.38229656219482
10745,"1. Agugu",1,0,0,3.92426133155823,7.38734149932861
10746,"1. Agugu",1,0,0,3.92091870307922,7.38179588317871
10747,"1. Agugu",2,0,0,3.91927194595337,7.38039636611938
10748,"1. Agugu",3,0,0,3.92357468605042,7.38405227661133
10750,"1. Agugu",2,0,0,3.92536449432373,7.38557291030884
10752,"1. Agugu",1,0,0,3.92414426803589,7.38078308105469
10753,"1. Agugu",5,1,0.2,3.92644500732422,7.38649082183838
10754,"1. Agugu",3,0,0,3.9247932434082,7.38508749008179
10755,"1. Agugu",4,0,0,3.91968822479248,7.38075017929077
10756,"1. Agugu",1,0,0,3.92194509506226,7.38359689712524
10757,"1. Agugu",1,0,0,3.92194509506226,7.38359689712524
10758,"1. Agugu",2,0,0,3.9199595451355,7.38098096847534
10759,"1. Agugu",4,1,0.25,3.91789150238037,7.3795862197876
10760,"1. Agugu",1,0,0,3.92499852180481,7.38526153564453
10763,"1. Agugu",10,0,0,3.92181491851807,7.38371992111206
10763,"1. Agugu",5,1,0.2,3.92658162117004,7.38660669326782
10764,"1. Agugu",1,0,0,3.92043924331665,7.38366985321045
10765,"1. Agugu",1,0,0,3.92241072654724,7.38306331634521
10766,"1. Agugu",3,2,0.666666666666667,3.91840529441833,7.37966012954712
10768,"1. Agugu",1,0,0,3.93754696846008,7.37835359573364
10769,"1. Agugu",2,0,0,3.93375611305237,7.37300491333008
10772,"1. Agugu",3,0,0,3.93190598487854,7.37884759902954
10773,"1. Agugu",2,0,0,3.93398690223694,7.37337303161621
10774,"1. Agugu",1,0,0,3.93338990211487,7.37337017059326
10775,"1. Agugu",1,0,0,3.93390011787415,7.37337017059326
10776,"1. Agugu",3,0,0,3.93222451210022,7.37918186187744
10777,"1. Agugu",3,0,0,3.93376803398132,7.37323093414307
10778,"1. Agugu",2,0,0,3.93222451210022,7.37918186187744
10779,"1. Agugu",5,0,0,3.93859601020813,7.37508201599121
10780,"1. Agugu",1,0,0,3.93222451210022,7.37515163421631
10781,"1. Agugu",5,1,0.2,3.93158745765686,7.37615442276001
10783,"1. Agugu",3,0,0,3.93422293663025,7.37369585037231
10784,"1. Agugu",1,0,0,3.93126893043518,7.37649393081665
10785,"1. Agugu",1,0,0,3.93190598487854,7.37748956680298
10786,"1. Agugu",3,0,0,3.93190598487854,7.37884759902954
10788,"1. Agugu",3,1,0.333333333333333,3.93031334877014,7.37549161911011
10789,"1. Agugu",4,2,0.5,3.93031334877014,7.37549161911011
10790,"1. Agugu",4,2,0.5,3.93429207801819,7.37390279769897
10791,"1. Agugu",4,3,0.75,3.93428206443787,7.37388181686401
10792,"1. Agugu",4,4,1,3.93434691429138,7.37388181686401
10793,"1. Agugu",2,0,0,3.93605637550354,7.37717723846436
10796,"1. Agugu",3,0,0,3.93179273605347,7.3738112449646
10798,"1. Agugu",3,0,0,3.93455195426941,7.37330102920532
10799,"1. Agugu",3,1,0.333333333333333,3.93440008163452,7.37292909622192
10800,"1. Agugu",5,4,0.8,3.93222451210022,7.37918186187744
10803,"1. Agugu",1,0,0,3.93190598487854,7.37682580947876
10805,"1. Agugu",3,0,0,3.93520522117615,7.37650489807129
10806,"1. Agugu",2,0,0,3.93209028244019,7.37404632568359
10808,"1. Agugu",1,1,1,3.93604731559753,7.37264347076416
10809,"1. Agugu",1,0,0,3.93307042121887,7.3748197555542
10810,"1. Agugu",1,0,0,3.93572878837585,7.37744379043579
10811,"1. Agugu",4,1,0.25,3.93687796592712,7.37782573699951
10812,"1. Agugu",2,0,0,3.93236541748047,7.37426328659058
10816,"1. Agugu",4,1,0.25,3.93130493164062,7.37416696548462
10817,"1. Agugu",2,0,0,3.93158745765686,7.37615442276001
10818,"1. Agugu",1,0,0,3.93115663528442,7.37432146072388
10819,"1. Agugu",3,1,0.333333333333333,3.9312949180603,7.37426376342773
10820,"1. Agugu",4,0,0,3.93122696876526,7.37433910369873
10821,"1. Agugu",3,0,0,3.93127107620239,7.37424802780151
10822,"1. Agugu",3,0,0,3.93063187599182,7.37649965286255
10823,"1. Agugu",2,0,0,3.93063187599182,7.3774242401123
10824,"1. Agugu",3,0,0,3.93063187599182,7.37649965286255
10825,"1. Agugu",4,3,0.75,3.93237853050232,7.38473033905029
10826,"1. Agugu",4,1,0.25,3.93135094642639,7.37401914596558
10827,"1. Agugu",4,1,0.25,3.93145203590393,7.3742470741272
10828,"1. Agugu",3,0,0,3.93063187599182,7.37649965286255
10829,"1. Agugu",2,0,0,3.93222451210022,7.37918186187744
10830,"1. Agugu",3,0,0,3.93158745765686,7.37952470779419
10831,"1. Agugu",2,0,0,3.93222451210022,7.37918186187744
10832,"1. Agugu",5,2,0.4,3.93222451210022,7.37918186187744
10833,"1. Agugu",5,2,0.4,3.93222451210022,7.37918186187744
10834,"1. Agugu",3,0,0,3.9309504032135,7.37818193435669
10835,"1. Agugu",1,0,0,3.93154811859131,7.37392807006836
10836,"1. Agugu",1,0,0,3.93126893043518,7.37649393081665
10838,"1. Agugu",5,0,0,3.92968893051147,7.37552356719971
10839,"1. Agugu",3,0,0,3.93318009376526,7.38220739364624
10840,"1. Agugu",3,0,0,3.93222451210022,7.37474346160889
10841,"1. Agugu",5,0,0,3.9320216178894,7.37448740005493
10848,"1. Agugu",2,0,0,3.93205881118774,7.37403631210327
10849,"1. Agugu",4,2,0.5,3.93204307556152,7.37403726577759
10850,"1. Agugu",2,0,0,3.93204307556152,7.37403726577759
10851,"1. Agugu",4,3,0.75,3.93260955810547,7.38552045822144
10852,"1. Agugu",1,1,1,3.93063187599182,7.37649965286255
10853,"1. Agugu",4,2,0.5,3.9325430393219,7.38187599182129
10855,"1. Agugu",3,0,0,3.93142199516296,7.38145637512207
10856,"1. Agugu",3,1,0.333333333333333,3.93190598487854,7.37884759902954
10858,"1. Agugu",3,0,0,3.93341660499573,7.37649965286255
10859,"1. Agugu",1,1,1,3.93217182159424,7.38402223587036
10860,"1. Agugu",2,0,0,3.93241500854492,7.37382698059082
10861,"1. Agugu",4,0,0,3.93188524246216,7.3830418586731
10862,"1. Agugu",4,1,0.25,3.93046522140503,7.37818145751953
10863,"1. Agugu",1,0,0,3.93226671218872,7.37341833114624
10864,"1. Agugu",4,2,0.5,3.93222451210022,7.37985610961914
10867,"1. Agugu",4,0,0,3.92394280433655,7.38768148422241
10868,"1. Agugu",1,0,0,3.92301177978516,7.38711023330688
10869,"1. Agugu",1,0,0,3.92362427711487,7.38802146911621
10870,"1. Agugu",5,0,0,3.92303967475891,7.38594579696655
10871,"1. Agugu",1,0,0,3.92394995689392,7.38599348068237
10872,"1. Agugu",4,1,0.25,3.92341637611389,7.38607597351074
10873,"1. Agugu",3,1,0.333333333333333,3.92313289642334,7.38675880432129
10874,"1. Agugu",1,0,0,3.92349362373352,7.3861026763916
10875,"1. Agugu",2,0,0,3.92577314376831,7.38689041137695
10876,"1. Agugu",3,0,0,3.92426133155823,7.38768148422241
10877,"1. Agugu",4,1,0.25,3.92311811447144,7.38687992095947
10878,"1. Agugu",2,1,0.5,3.92488408088684,7.38658332824707
10879,"1. Agugu",2,0,0,3.923504114151,7.3865180015564
10880,"1. Agugu",2,0,0,3.92350196838379,7.38652801513672
10881,"1. Agugu",1,0,0,3.92394828796387,7.38768148422241
10882,"1. Agugu",1,0,0,3.92677450180054,7.38723659515381
10883,"1. Agugu",1,0,0,3.92514038085938,7.3866720199585
10884,"1. Agugu",1,0,0,3.92342305183411,7.38616800308228
10885,"1. Agugu",3,1,0.333333333333333,3.92344403266907,7.38619184494019
10886,"1. Agugu",1,0,0,3.92344188690186,7.38613986968994
10887,"1. Agugu",5,2,0.4,3.92355990409851,7.38613033294678
10888,"1. Agugu",1,0,0,3.92338824272156,7.3860502243042
10889,"1. Agugu",1,0,0,3.92349004745483,7.38599824905396
10890,"1. Agugu",3,0,0,3.92489838600159,7.38603353500366
10891,"1. Agugu",4,1,0.25,3.92365169525146,7.38581895828247
10892,"1. Agugu",4,0,0,3.92489838600159,7.38602161407471
10893,"1. Agugu",3,0,0,3.92385506629944,7.38599157333374
10894,"1. Agugu",3,0,0,3.92489838600159,7.38768148422241
10896,"1. Agugu",3,0,0,3.92305588722229,7.38691377639771
10897,"1. Agugu",2,0,0,3.92297792434692,7.38689994812012
10900,"1. Agugu",1,0,0,3.92578625679016,7.38689517974854
10901,"1. Agugu",1,0,0,3.9239718914032,7.38590097427368
10903,"1. Agugu",1,0,0,3.92295002937317,7.38698720932007
10904,"1. Agugu",2,0,0,3.92426133155823,7.38768863677979
10906,"1. Agugu",4,0,0,3.92283272743225,7.38704681396484
10907,"1. Agugu",1,0,0,3.92847180366516,7.38782358169556
10909,"1. Agugu",2,0,0,3.92702698707581,7.38732385635376
10910,"1. Agugu",5,0,0,3.92428493499756,7.38578653335571
10913,"1. Agugu",3,3,1,3.92979907989502,7.38828229904175
10914,"1. Agugu",3,0,0,3.92457985877991,7.38594532012939
10915,"1. Agugu",4,0,0,3.92774033546448,7.38757085800171
10916,"1. Agugu",2,1,0.5,3.93836903572083,7.37485599517822
10918,"1. Agugu",2,0,0,3.93829798698425,7.37469482421875
10919,"1. Agugu",2,0,0,3.93830704689026,7.37469720840454
10920,"1. Agugu",2,0,0,3.93121337890625,7.3746862411499
10921,"1. Agugu",3,0,0,3.93819069862366,7.37474298477173
10922,"1. Agugu",4,0,0,3.93556237220764,7.37941074371338
10923,"1. Agugu",4,0,0,3.93832993507385,7.37471008300781
10929,"1. Agugu",2,0,0,3.93552279472351,7.37936782836914
10930,"1. Agugu",3,0,0,3.93208837509155,7.3756365776062
10932,"1. Agugu",3,1,0.333333333333333,3.93737530708313,7.37473917007446
10936,"1. Agugu",3,0,0,3.93637323379517,7.38029146194458
10937,"1. Agugu",4,2,0.5,3.93218803405762,7.37574481964111
10938,"1. Agugu",4,2,0.5,3.93724155426025,7.37466669082642
10939,"1. Agugu",3,0,0,3.93758797645569,7.37472581863403
10940,"1. Agugu",1,0,0,3.93734502792358,7.37481021881104
10941,"1. Agugu",3,0,0,3.93705201148987,7.3746452331543
10942,"1. Agugu",2,0,0,3.93731808662415,7.3747878074646
10943,"1. Agugu",4,0,0,3.93727803230286,7.3749680519104
10944,"1. Agugu",5,0,0,3.93726110458374,7.37490510940552
10945,"1. Agugu",2,0,0,3.93726491928101,7.37498378753662
10946,"1. Agugu",4,0,0,3.93690896034241,7.3747730255127
10947,"1. Agugu",4,0,0,3.93695640563965,7.37466716766357
10948,"1. Agugu",3,0,0,3.93695211410522,7.3747410774231
10949,"1. Agugu",2,0,0,3.93269681930542,7.37629747390747
10950,"1. Agugu",4,0,0,3.93673300743103,7.37483978271484
10951,"1. Agugu",3,0,0,3.93446063995361,7.37821388244629
10952,"1. Agugu",5,0,0,3.93669009208679,7.37522983551025
10954,"1. Agugu",1,0,0,3.93808841705322,7.37823009490967
10955,"1. Agugu",2,0,0,3.93780660629272,7.37840175628662
10956,"1. Agugu",1,0,0,3.93780660629272,7.37840175628662
10957,"1. Agugu",2,0,0,3.93669700622559,7.37510299682617
10958,"1. Agugu",5,0,0,3.93671202659607,7.37601709365845
10961,"1. Agugu",1,0,0,3.93117570877075,7.38245964050293
10962,"1. Agugu",1,0,0,3.93117570877075,7.38245964050293
10964,"1. Agugu",1,0,0,3.93712687492371,7.37622165679932
10965,"1. Agugu",3,2,0.666666666666667,3.93701410293579,7.37618494033813
10967,"1. Agugu",3,0,0,3.93286180496216,7.38187313079834
10968,"1. Agugu",3,0,0,3.9369490146637,7.37592220306396
10969,"1. Agugu",3,1,0.333333333333333,3.93709707260132,7.37594985961914
10970,"1. Agugu",3,0,0,3.92362427711487,7.38760185241699
10971,"1. Agugu",0,0,NA,3.92330694198608,7.38760185241699
10973,"1. Agugu",1,0,0,3.92394280433655,7.38768148422241
10974,"1. Agugu",1,0,0,3.92394280433655,7.38768148422241
10975,"1. Agugu",1,0,0,3.92522072792053,7.3871169090271
10978,"1. Agugu",1,1,1,3.92377328872681,7.38682699203491
10979,"1. Agugu",2,0,0,3.92802762985229,7.38767957687378
10981,"1. Agugu",4,0,0,3.9244270324707,7.38695764541626
10982,"1. Agugu",5,1,0.2,3.92845344543457,7.3877649307251
10983,"1. Agugu",2,0,0,3.92377090454102,7.38724517822266
10984,"1. Agugu",5,1,0.2,3.92373704910278,7.38725996017456
10985,"1. Agugu",1,0,0,3.92744255065918,7.38756227493286
10986,"1. Agugu",4,0,0,3.92394280433655,7.38768148422241
10988,"1. Agugu",1,0,0,3.92570924758911,7.38721466064453
10990,"1. Agugu",4,0,0,3.92383289337158,7.38673305511475
10992,"1. Agugu",1,1,1,3.92394280433655,7.38801860809326
10993,"1. Agugu",1,0,0,3.92362427711487,7.38802146911621
10994,"1. Agugu",3,0,0,3.92426133155823,7.38768529891968
10995,"1. Agugu",1,0,0,3.92394280433655,7.38768148422241
10996,"1. Agugu",4,3,0.75,3.92371010780334,7.387375831604
10997,"1. Agugu",1,0,0,3.92390203475952,7.3869161605835
10998,"1. Agugu",5,2,0.4,3.92396664619446,7.38694477081299
10999,"1. Agugu",2,0,0,3.92409825325012,7.38721990585327
11000,"1. Agugu",2,0,0,3.92330574989319,7.38768720626831
11001,"1. Agugu",3,0,0,3.92685842514038,7.38744497299194
11002,"1. Agugu",1,0,0,3.92707681655884,7.3874888420105
11003,"1. Agugu",2,0,0,3.92637062072754,7.38734722137451
11005,"1. Agugu",1,0,0,3.92489314079285,7.38705110549927
11006,"1. Agugu",2,0,0,3.92440032958984,7.38695240020752
11007,"1. Agugu",4,3,0.75,3.9241259098053,7.38698101043701
11008,"1. Agugu",1,0,0,3.92399501800537,7.38698101043701
11009,"1. Agugu",2,0,0,3.92376494407654,7.3867449760437
11010,"1. Agugu",1,0,0,3.9245240688324,7.38754796981812
11011,"1. Agugu",4,0,0,3.92508697509766,7.38709020614624
11012,"1. Agugu",5,1,0.2,3.92446708679199,7.38753795623779
11014,"1. Agugu",2,0,0,3.92403793334961,7.38762664794922
11015,"1. Agugu",2,0,0,3.92413711547852,7.38737916946411
11016,"1. Agugu",1,0,0,3.92953443527222,7.38798189163208
11017,"1. Agugu",5,1,0.2,3.92442011833191,7.38739109039307
11018,"1. Agugu",2,0,0,3.92516946792603,7.38710689544678
11019,"1. Agugu",3,0,0,3.92584156990051,7.38724136352539
11024,"1. Agugu",4,2,0.5,3.92719721794128,7.37948179244995
11025,"1. Agugu",2,1,0.5,3.9293999671936,7.38177585601807
11026,"1. Agugu",4,0,0,3.92749047279358,7.37995195388794
11027,"1. Agugu",2,0,0,3.92794132232666,7.38067436218262
11029,"1. Agugu",1,0,0,3.92574143409729,7.37714910507202
11030,"1. Agugu",3,2,0.666666666666667,3.93222451210022,7.38288974761963
11031,"1. Agugu",1,0,0,3.93190598487854,7.37918472290039
11032,"1. Agugu",2,0,0,3.92952871322632,7.38321733474731
11033,"1. Agugu",1,0,0,3.92923259735107,7.3827428817749
11034,"1. Agugu",3,0,0,3.93037581443787,7.38029432296753
11035,"1. Agugu",2,1,0.5,3.93074488639832,7.38033246994019
11039,"1. Agugu",3,0,0,3.930828332901,7.38065767288208
11040,"1. Agugu",3,0,0,3.92579770088196,7.37723970413208
11041,"1. Agugu",1,0,0,3.93052196502686,7.38033199310303
