"sn","bi2","n_tested","n_positive","positivity","lon","lat"
24639,"1. Agugu",1,0,0,3.93695211410522,7.3747410774231
24640,"1. Agugu",3,1,0.333333333333333,3.93695211410522,7.3747410774231
24641,"1. Agugu",2,0,0,3.92957210540771,7.38677501678467
24642,"1. Agugu",2,1,0.5,3.92986989021301,7.37930011749268
24643,"1. Agugu",5,0,0,3.92986989021301,7.37930011749268
24644,"1. Agugu",3,1,0.333333333333333,3.92935752868652,7.37688398361206
24645,"1. Agugu",2,0,0,3.9325430393219,7.3795166015625
24646,"1. Agugu",3,0,0,3.93126893043518,7.37514591217041
24647,"1. Agugu",2,0,0,3.93817520141602,7.37469720840454
30022,"1. Agugu",1,0,0,3.92867588996887,7.38450860977173
